x, y, z
0.058952, -0.031599, -0.034818
0.059092, -0.031336, -0.034258
0.059231, -0.031072, -0.033699
0.059369, -0.030807, -0.033140
0.059507, -0.030540, -0.032581
0.059780, -0.030003, -0.031468
0.060050, -0.029458, -0.030358
0.060317, -0.028906, -0.029253
0.060582, -0.028348, -0.028152
0.060843, -0.027783, -0.027055
0.061101, -0.027212, -0.025963
0.061355, -0.026633, -0.024874
0.061606, -0.026047, -0.023791
0.061854, -0.025454, -0.022712
0.062098, -0.024853, -0.021637
0.062337, -0.024245, -0.020568
0.062573, -0.023630, -0.019503
0.062805, -0.023007, -0.018443
0.063031, -0.022380, -0.017385
0.063253, -0.021746, -0.016331
0.063470, -0.021103, -0.015284
0.063683, -0.020451, -0.014242
0.063892, -0.019789, -0.013208
0.064096, -0.019118, -0.012180
0.064295, -0.018436, -0.011160
0.064490, -0.017744, -0.010147
0.064679, -0.017042, -0.009142
0.064862, -0.016330, -0.008144
0.065040, -0.015608, -0.007153
0.065211, -0.014875, -0.006170
0.065377, -0.014130, -0.005196
0.065536, -0.013374, -0.004230
0.065688, -0.012604, -0.003275
0.065833, -0.011821, -0.002330
0.065971, -0.011025, -0.001395
0.066101, -0.010217, -0.000470
0.066223, -0.009399, 0.000448
0.066335, -0.008570, 0.001358
0.066438, -0.007732, 0.002261
0.066531, -0.006882, 0.003154
0.066615, -0.006015, 0.004034
0.066690, -0.005127, 0.004896
0.066754, -0.004213, 0.005737
0.066806, -0.003269, 0.006551
0.066847, -0.002295, 0.007340
0.066874, -0.001290, 0.008103
0.066886, -0.000253, 0.008838
0.066881, 0.000821, 0.009540
0.066858, 0.001939, 0.010204
0.066814, 0.003108, 0.010822
0.066783, 0.003722, 0.011106
0.066744, 0.004367, 0.011362
0.066695, 0.005056, 0.011579
0.066633, 0.005815, 0.011733
0.066571, 0.006487, 0.011800
0.066536, 0.006840, 0.011819
0.066495, 0.007224, 0.011810
0.066470, 0.007449, 0.011776
0.066455, 0.007586, 0.011738
0.066445, 0.007670, 0.011705
0.066430, 0.007798, 0.011633
0.066407, 0.007994, 0.011420
0.066402, 0.008032, 0.011345
0.066397, 0.008078, 0.011223
0.066391, 0.008123, 0.011020
0.066390, 0.008135, 0.010680
0.066394, 0.008098, 0.010385
0.066415, 0.007928, 0.009879
0.066449, 0.007632, 0.009319
0.066485, 0.007317, 0.008775
0.066521, 0.006983, 0.008248
0.066557, 0.006629, 0.007739
0.066627, 0.005882, 0.006754
0.066690, 0.005115, 0.005786
0.066746, 0.004331, 0.004832
0.066793, 0.003533, 0.003890
0.066831, 0.002722, 0.002959
0.066859, 0.001900, 0.002036
0.066878, 0.001070, 0.001121
0.066886, 0.000233, 0.000212
0.066884, -0.000609, -0.000693
0.066871, -0.001454, -0.001596
0.066847, -0.002301, -0.002496
0.066812, -0.003149, -0.003396
0.066767, -0.003995, -0.004296
0.066711, -0.004840, -0.005196
0.066644, -0.005684, -0.006097
0.066567, -0.006527, -0.006998
0.066479, -0.007369, -0.007900
0.066381, -0.008210, -0.008801
0.066271, -0.009050, -0.009701
0.066151, -0.009888, -0.010602
0.066021, -0.010725, -0.011503
0.065880, -0.011560, -0.012404
0.065728, -0.012393, -0.013304
0.065566, -0.013225, -0.014205
0.065393, -0.014054, -0.015106
0.065210, -0.014880, -0.016007
0.065016, -0.015705, -0.016908
0.064812, -0.016527, -0.017808
0.064598, -0.017346, -0.018709
0.064373, -0.018162, -0.019610
0.064138, -0.018976, -0.020511
0.063893, -0.019787, -0.021412
0.063637, -0.020594, -0.022312
0.063371, -0.021398, -0.023213
0.063095, -0.022199, -0.024114
0.062809, -0.022996, -0.025015
0.062513, -0.023789, -0.025916
0.062216, -0.024554, -0.026839
0.061902, -0.025336, -0.027744
0.061578, -0.026114, -0.028648
0.061244, -0.026887, -0.029553
0.060901, -0.027656, -0.030458
0.060548, -0.028421, -0.031362
0.060185, -0.029182, -0.032267
0.059812, -0.029938, -0.033171
0.059623, -0.030314, -0.033624
0.059431, -0.030689, -0.034076
0.059236, -0.031062, -0.034528
0.059039, -0.031435, -0.034981
