x, y, z
0.123032, -0.083411, -0.038603
0.123538, -0.082660, -0.037848
0.124039, -0.081907, -0.037093
0.124536, -0.081149, -0.036339
0.125028, -0.080388, -0.035587
0.126002, -0.078854, -0.034090
0.126959, -0.077303, -0.032604
0.127900, -0.075735, -0.031129
0.128825, -0.074152, -0.029664
0.129732, -0.072553, -0.028210
0.130622, -0.070938, -0.026766
0.131495, -0.069307, -0.025334
0.132350, -0.067661, -0.023913
0.133186, -0.065998, -0.022504
0.134005, -0.064320, -0.021107
0.134805, -0.062626, -0.019721
0.135586, -0.060916, -0.018348
0.136348, -0.059191, -0.016987
0.137089, -0.057455, -0.015629
0.137809, -0.055704, -0.014285
0.138511, -0.053936, -0.012955
0.139192, -0.052153, -0.011641
0.139853, -0.050352, -0.010344
0.140494, -0.048535, -0.009065
0.141115, -0.046701, -0.007804
0.141714, -0.044850, -0.006562
0.142292, -0.042982, -0.005338
0.142847, -0.041098, -0.004133
0.143380, -0.039198, -0.002946
0.143891, -0.037281, -0.001779
0.144378, -0.035347, -0.000634
0.144842, -0.033395, 0.000488
0.145282, -0.031424, 0.001585
0.145698, -0.029435, 0.002655
0.146089, -0.027428, 0.003701
0.146455, -0.025405, 0.004724
0.146794, -0.023366, 0.005726
0.147106, -0.021313, 0.006709
0.147390, -0.019247, 0.007674
0.147647, -0.017165, 0.008615
0.147877, -0.015062, 0.009521
0.148078, -0.012934, 0.010383
0.148251, -0.010776, 0.011190
0.148394, -0.008583, 0.011933
0.148506, -0.006354, 0.012609
0.148585, -0.004091, 0.013220
0.148631, -0.001792, 0.013761
0.148641, 0.000549, 0.014220
0.148613, 0.002939, 0.014582
0.148544, 0.005385, 0.014830
0.148493, 0.006641, 0.014888
0.148430, 0.007931, 0.014878
0.148352, 0.009270, 0.014769
0.148257, 0.010688, 0.014502
0.148165, 0.011893, 0.014146
0.148114, 0.012514, 0.013930
0.148057, 0.013171, 0.013644
0.148024, 0.013536, 0.013427
0.148005, 0.013745, 0.013266
0.147993, 0.013867, 0.013150
0.147977, 0.014039, 0.012936
0.147959, 0.014229, 0.012432
0.147958, 0.014243, 0.012275
0.147958, 0.014237, 0.012032
0.147965, 0.014172, 0.011651
0.147985, 0.013959, 0.011058
0.148010, 0.013689, 0.010575
0.148068, 0.013042, 0.009823
0.148145, 0.012141, 0.009066
0.148218, 0.011218, 0.008353
0.148286, 0.010274, 0.007679
0.148350, 0.009307, 0.007050
0.148461, 0.007328, 0.005879
0.148546, 0.005328, 0.004750
0.148605, 0.003308, 0.003655
0.148636, 0.001273, 0.002592
0.148640, -0.000777, 0.001555
0.148615, -0.002838, 0.000542
0.148561, -0.004907, -0.000454
0.148478, -0.006983, -0.001435
0.148365, -0.009062, -0.002406
0.148223, -0.011144, -0.003369
0.148052, -0.013226, -0.004327
0.147852, -0.015306, -0.005284
0.147622, -0.017382, -0.006242
0.147363, -0.019455, -0.007201
0.147075, -0.021523, -0.008161
0.146758, -0.023587, -0.009122
0.146413, -0.025646, -0.010082
0.146038, -0.027700, -0.011042
0.145634, -0.029749, -0.012002
0.145202, -0.031792, -0.012961
0.144741, -0.033829, -0.013921
0.144252, -0.035859, -0.014880
0.143734, -0.037882, -0.015839
0.143187, -0.039897, -0.016799
0.142613, -0.041905, -0.017759
0.142010, -0.043904, -0.018718
0.141379, -0.045895, -0.019678
0.140720, -0.047877, -0.020638
0.140034, -0.049849, -0.021597
0.139320, -0.051811, -0.022557
0.138578, -0.053763, -0.023516
0.137809, -0.055705, -0.024476
0.137013, -0.057635, -0.025436
0.136190, -0.059555, -0.026395
0.135339, -0.061462, -0.027355
0.134463, -0.063357, -0.028314
0.133559, -0.065240, -0.029274
0.132643, -0.067084, -0.030291
0.131689, -0.068937, -0.031260
0.130710, -0.070776, -0.032229
0.129705, -0.072601, -0.033198
0.128675, -0.074412, -0.034168
0.127619, -0.076208, -0.035137
0.126539, -0.077989, -0.036106
0.125433, -0.079755, -0.037075
0.124871, -0.080632, -0.037560
0.124303, -0.081505, -0.038044
0.123729, -0.082374, -0.038529
0.123148, -0.083240, -0.039013
