x, y, z
0.074180, -0.063767, -0.050216
0.074635, -0.063234, -0.049345
0.075087, -0.062697, -0.048475
0.075535, -0.062156, -0.047605
0.075980, -0.061611, -0.046737
0.076862, -0.060507, -0.045007
0.077732, -0.059386, -0.043286
0.078590, -0.058246, -0.041574
0.079435, -0.057088, -0.039871
0.080266, -0.055912, -0.038176
0.081085, -0.054719, -0.036491
0.081890, -0.053507, -0.034814
0.082680, -0.052277, -0.033148
0.083456, -0.051029, -0.031491
0.084217, -0.049763, -0.029844
0.084963, -0.048478, -0.028208
0.085693, -0.047176, -0.026581
0.086407, -0.045855, -0.024965
0.087102, -0.044522, -0.023351
0.087780, -0.043170, -0.021748
0.088441, -0.041799, -0.020158
0.089084, -0.040409, -0.018580
0.089711, -0.038999, -0.017017
0.090319, -0.037568, -0.015470
0.090910, -0.036116, -0.013937
0.091481, -0.034644, -0.012420
0.092032, -0.033151, -0.010918
0.092563, -0.031638, -0.009432
0.093073, -0.030105, -0.007961
0.093561, -0.028552, -0.006507
0.094028, -0.026976, -0.005071
0.094471, -0.025379, -0.003655
0.094892, -0.023758, -0.002259
0.095288, -0.022114, -0.000886
0.095660, -0.020447, 0.000467
0.096005, -0.018759, 0.001800
0.096323, -0.017052, 0.003116
0.096613, -0.015327, 0.004417
0.096873, -0.013585, 0.005702
0.097104, -0.011824, 0.006967
0.097305, -0.010036, 0.008203
0.097475, -0.008215, 0.009402
0.097614, -0.006356, 0.010555
0.097719, -0.004453, 0.011655
0.097789, -0.002504, 0.012698
0.097819, -0.000511, 0.013687
0.097809, 0.001527, 0.014618
0.097754, 0.003619, 0.015480
0.097650, 0.005773, 0.016260
0.097493, 0.007998, 0.016946
0.097392, 0.009152, 0.017233
0.097272, 0.010349, 0.017464
0.097129, 0.011609, 0.017612
0.096957, 0.012970, 0.017628
0.096792, 0.014149, 0.017521
0.096700, 0.014762, 0.017436
0.096598, 0.015421, 0.017292
0.096537, 0.015797, 0.017159
0.096500, 0.016019, 0.017048
0.096478, 0.016153, 0.016963
0.096445, 0.016351, 0.016796
0.096399, 0.016618, 0.016362
0.096392, 0.016660, 0.016219
0.096385, 0.016699, 0.015992
0.096383, 0.016709, 0.015626
0.096398, 0.016620, 0.015033
0.096426, 0.016460, 0.014534
0.096503, 0.016002, 0.013714
0.096615, 0.015311, 0.012842
0.096727, 0.014590, 0.012006
0.096836, 0.013843, 0.011203
0.096944, 0.013066, 0.010439
0.097148, 0.011453, 0.008981
0.097328, 0.009810, 0.007558
0.097481, 0.008141, 0.006164
0.097608, 0.006449, 0.004797
0.097706, 0.004738, 0.003452
0.097774, 0.003011, 0.002126
0.097813, 0.001270, 0.000815
0.097820, -0.000480, -0.000484
0.097795, -0.002237, -0.001774
0.097739, -0.003998, -0.003057
0.097651, -0.005761, -0.004337
0.097531, -0.007523, -0.005615
0.097379, -0.009282, -0.006894
0.097196, -0.011037, -0.008175
0.096981, -0.012788, -0.009456
0.096735, -0.014535, -0.010737
0.096457, -0.016276, -0.012018
0.096148, -0.018013, -0.013300
0.095807, -0.019744, -0.014580
0.095436, -0.021469, -0.015861
0.095033, -0.023187, -0.017141
0.094599, -0.024897, -0.018422
0.094135, -0.026600, -0.019703
0.093640, -0.028293, -0.020983
0.093114, -0.029977, -0.022264
0.092558, -0.031652, -0.023545
0.091973, -0.033316, -0.024825
0.091357, -0.034969, -0.026106
0.090711, -0.036611, -0.027387
0.090036, -0.038241, -0.028667
0.089332, -0.039859, -0.029948
0.088598, -0.041464, -0.031229
0.087836, -0.043055, -0.032510
0.087045, -0.044632, -0.033790
0.086226, -0.046195, -0.035071
0.085379, -0.047743, -0.036352
0.084504, -0.049275, -0.037632
0.083621, -0.050759, -0.038961
0.082695, -0.052253, -0.040250
0.081743, -0.053731, -0.041538
0.080764, -0.055191, -0.042827
0.079759, -0.056634, -0.044116
0.078728, -0.058058, -0.045404
0.077672, -0.059464, -0.046693
0.076591, -0.060850, -0.047982
0.076041, -0.061536, -0.048626
0.075485, -0.062217, -0.049271
0.074923, -0.062892, -0.049915
0.074355, -0.063563, -0.050559
